鉄道事業者名,鉄道駅の名称,路線名,単位,都道府県,市,町村,段差への対応,プラットホームの数,段差が解消されているプラットホームの数,エレベーターの設置基数,単位,移動等円滑化基準に適合しているエレベーターの設置基数,単位,エスカレーターの設置基数,単位,移動等円滑化基準に適合しているエスカレーターの設置基数,単位,その他の昇降機の設置基数,単位,傾斜路の設置箇所数,単位,移動等円滑化基準に適合している傾斜路の設置箇所数,単位,視覚障害者誘導用ブロックの設置の有無,案内設備の設置の有無,障害者対応型便所の設置の有無,障害者対応型改札口の設置の有無,障害者対応型券売機の設置の有無,車いす使用者の円滑な乗降が可能なプラットホームの数,転落防止のための設備の設置の有無,緯度,経度,場所情報コード
西日本旅客鉄道,関西空港,関西空港,線,大阪府,泉南郡,田尻町,○,1,1,3,基,2,基,4,基,4,基,1,基,-,箇所,-,箇所,○,-,×,○,○,1,○,34.43581,135.24324,00001B0000000003097544A5254A7FC0
西日本旅客鉄道,香呂,播但,線,兵庫県,姫路市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,3,箇所,3,箇所,-,-,×,○,×,2,○,34.91136,134.73592,00001B00000000030996B425019EFFC0
西日本旅客鉄道,溝口,播但,線,兵庫県,姫路市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,-,-,×,○,×,2,○,34.92792,134.74239,00001B00000000030997DEA502137FC0
西日本旅客鉄道,福崎,播但,線,兵庫県,神崎郡,福崎町,-,2,2,-,基,-,基,-,基,-,基,1,基,1,箇所,1,箇所,○,-,×,○,×,2,○,34.96104,134.75105,00001B0000000003099A32A502AEFFC0
西日本旅客鉄道,相野,福知山,線,兵庫県,三田市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.94763,135.15595,00001B0000000003099941251F277FC0
西日本旅客鉄道,篠山口,福知山,線,兵庫県,篠山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,2,○,35.0562,135.17749,00001B000000000309A0E3A520AAFFC0
西日本旅客鉄道,馬堀,山陰,線,京都府,亀岡市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.01066,135.60246,00001B0000000003099DAFA53E8C7FC0
西日本旅客鉄道,亀岡,山陰,線,京都府,亀岡市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.0168,135.58232,00001B0000000003099E1E253D21FFC0
西日本旅客鉄道,並河,山陰,線,京都府,亀岡市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,35.03229,135.55505,00001B0000000003099F35253B36FFC0
西日本旅客鉄道,千代川,山陰,線,京都府,亀岡市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,-,-,×,○,○,2,○,35.04844,135.54842,00001B000000000309A057A53ABFFFC0
西日本旅客鉄道,八木,山陰,線,京都府,南丹市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,-,箇所,-,-,×,○,○,2,○,35.06895,135.53198,00001B000000000309A1C9253997FFC0
西日本旅客鉄道,園部,山陰,線,京都府,南丹市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,2,○,35.10217,135.48345,00001B000000000309A41F25362E7FC0
西日本旅客鉄道,綾部,山陰,線,京都府,綾部市,-,○,2,2,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,×,2,○,35.30215,135.25194,00001B000000000309B22EA525E6FFC0
西日本旅客鉄道,福知山,山陰,線,京都府,福知山市,-,○,3,3,3,基,3,基,6,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.29657,135.11856,00001B000000000309B1CA251C867FC0
西日本旅客鉄道,東舞鶴,舞鶴,線,京都府,舞鶴市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,×,1,○,35.46848,135.39475,00001B000000000309BDE0A52FF17FC0
西日本旅客鉄道,鳥取,山陰,線,鳥取県,鳥取市,-,○,2,2,4,基,2,基,6,基,6,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.49422,134.22609,00001B000000000309BFAFA4DDC5FFC0
西日本旅客鉄道,倉吉,山陰,線,鳥取県,倉吉市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,2,○,35.45481,133.84949,00001B000000000309BCEAA4C34AFFC0
西日本旅客鉄道,米子,山陰,線,鳥取県,米子市,-,○,3,3,3,基,3,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,35.42334,133.33668,00001B000000000309BAB4249F3C7FC0
西日本旅客鉄道,松江,山陰,線,島根県,松江市,-,○,2,2,2,基,2,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,35.46409,133.06397,00001B000000000309BD91A48C0F7FC0
西日本旅客鉄道,出雲市,山陰,線,島根県,出雲市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,2,○,35.36062,132.756,00001B000000000309B64B2476687FC0
西日本旅客鉄道,鳥取大学前,山陰,線,鳥取県,鳥取市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,1,○,35.51816,134.17386,00001B000000000309C15EA4DA197FC0
西日本旅客鉄道,清音,伯備,線,岡山県,総社市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,-,34.64404,133.73351,00001B00000000030983E8A4BB237FC0
西日本旅客鉄道,総社,伯備,線,岡山県,総社市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,2,○,34.67418,133.73816,00001B000000000309860724BB76FFC0
西日本旅客鉄道,備中高梁,伯備,線,岡山県,高梁市,-,○,2,2,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,2,○,34.78862,133.61654,00001B0000000003098E1324B2E9FFC0
西日本旅客鉄道,瀬戸,山陽,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.73458,134.0419,00001B0000000003098A4624D0D27FC0
西日本旅客鉄道,東岡山,山陽,線,岡山県,岡山市,-,○,3,3,3,基,3,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,3,○,34.68559,133.9872,00001B00000000030986D4A4CCF9FFC0
西日本旅客鉄道,岡山,山陽,線,岡山県,岡山市,-,○,6,6,10,基,10,基,14,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,6,○,34.66696,133.91833,00001B000000000309858524C821FFC0
西日本旅客鉄道,庭瀬,山陽,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.64281,133.8544,00001B00000000030983D2A4C3A37FC0
西日本旅客鉄道,中庄,山陽,線,岡山県,倉敷市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,2,○,34.62646,133.8082,00001B00000000030982AC24C063FFC0
西日本旅客鉄道,倉敷,山陽,線,岡山県,倉敷市,-,○,3,3,3,基,3,基,-,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,3,○,34.60162,133.7656,00001B00000000030980ED24BD64FFC0
西日本旅客鉄道,西阿知,山陽,線,岡山県,倉敷市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.58579,133.72792,00001B0000000003097FD024BABEFFC0
西日本旅客鉄道,新倉敷,山陽,線,岡山県,倉敷市,-,○,4,4,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,4,○,34.56491,133.67882,00001B0000000003097E5824B74AFFC0
西日本旅客鉄道,金光,山陽,線,岡山県,浅口市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.541,133.621,00001B0000000003097CAA24B33A7FC0
西日本旅客鉄道,鴨方,山陽,線,岡山県,浅口市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,1,○,34.52723,133.5877,00001B0000000003097BB224B0E2FFC0
西日本旅客鉄道,笠岡,山陽,線,岡山県,笠岡市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,×,2,○,34.5048,133.50456,00001B0000000003097A1E24AB0A7FC0
西日本旅客鉄道,大門,山陽,線,広島県,福山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.49818,133.4402,00001B00000000030979A724A683FFC0
西日本旅客鉄道,福山,山陽,線,広島県,福山市,-,○,5,5,5,基,5,基,10,基,-,基,2,基,-,箇所,-,箇所,○,○,○,○,○,5,○,34.48926,133.36135,00001B0000000003097906A4A0F87FC0
西日本旅客鉄道,備後赤坂,山陽,線,広島県,福山市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,2,○,34.47221,133.30602,00001B00000000030977D3A49D147FC0
西日本旅客鉄道,松永,山陽,線,広島県,福山市,-,○,2,2,2,基,2,基,-,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.45096,133.25892,00001B00000000030976552499C4FFC0
西日本旅客鉄道,尾道,山陽,線,広島県,尾道市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.40479,133.19299,00001B0000000003097316249521FFC0
西日本旅客鉄道,東福山,山陽,線,広島県,福山市,-,○,2,2,4,基,4,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.49527,133.40654,00001B0000000003097972A4A425FFC0
西日本旅客鉄道,高島,山陽,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.68294,133.95769,00001B00000000030986A4A4CAE67FC0
西日本旅客鉄道,東尾道,山陽,線,広島県,尾道市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,○,-,×,○,○,2,○,34.43503,133.2332,00001B0000000003097536A497F5FFC0
西日本旅客鉄道,北長瀬,山陽,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,×,2,○,34.65293,133.88497,00001B0000000003098488A4C5C97FC0
西日本旅客鉄道,西川原,山陽,線,岡山県,岡山市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,-,○,×,2,○,34.67899,133.93825,00001B000000000309865DA4C988FFC0
西日本旅客鉄道,津山,姫新,線,岡山県,津山市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,-,35.0545,134.00345,00001B000000000309A0C524CE1E7FC0
西日本旅客鉄道,邑久,赤穂,線,岡山県,瀬戸内市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,-,-,×,○,○,1,○,34.66843,134.091,00001B000000000309859FA4D4467FC0
西日本旅客鉄道,西大寺,赤穂,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.66183,134.03676,00001B0000000003098528A4D075FFC0
西日本旅客鉄道,大多羅,赤穂,線,岡山県,岡山市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,-,○,×,-,○,34.66565,134.00628,00001B000000000309856DA4CE517FC0
西日本旅客鉄道,児島,本四備讃,線,岡山県,倉敷市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.46281,133.80769,00001B000000000309772AA4C05A7FC0
西日本旅客鉄道,大元,宇野,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,×,2,○,34.647515,133.910776,00001B000000000309842724C799FFC0
西日本旅客鉄道,備前西市,宇野,線,岡山県,岡山市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,-,-,-,○,×,-,○,34.63198,133.900424,00001B000000000309830FA4C6DFFFC0
西日本旅客鉄道,妹尾,宇野,線,岡山県,岡山市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,2,箇所,○,-,○,○,○,2,○,34.60829,133.87154,00001B000000000309816524C4D7FFC0
西日本旅客鉄道,茶屋町,宇野,線,岡山県,倉敷市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.57698,133.82576,00001B0000000003097F31A4C19FFFC0
西日本旅客鉄道,下深川,芸備,線,広島県,広島市,安佐北区,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,×,○,1,-,34.48871,132.52467,00001B00000000030978FCA466247FC0
西日本旅客鉄道,安芸矢口,芸備,線,広島県,広島市,安佐北区,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,1,-,34.46357,132.49506,00001B000000000309773824640F7FC0
西日本旅客鉄道,戸坂,芸備,線,広島県,広島市,東区,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,×,-,-,34.43852,132.49122,00001B00000000030975752463C9FFC0
西日本旅客鉄道,三原,山陽,線,広島県,三原市,-,○,4,4,4,基,4,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,4,○,34.40059,133.083,00001B00000000030972CAA48D667FC0
西日本旅客鉄道,本郷,山陽,線,広島県,三原市,-,○,2,2,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,-,-,○,○,○,2,-,34.4096,132.98747,00001B000000000309736CA486AE7FC0
西日本旅客鉄道,白市,山陽,線,広島県,東広島市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,×,○,○,2,○,34.44314,132.83213,00001B00000000030975C8A47BC27FC0
西日本旅客鉄道,西高屋,山陽,線,広島県,東広島市,-,-,2,2,-,基,-,基,-,基,-,基,1,基,-,箇所,-,箇所,○,-,×,○,○,2,○,34.44622,132.78822,00001B00000000030975FFA478ABFFC0
西日本旅客鉄道,西条,山陽,線,広島県,東広島市,-,○,2,2,2,基,2,基,-,基,-,基,1,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.43139,132.74397,00001B00000000030974F524758F7FC0
西日本旅客鉄道,八本松,山陽,線,広島県,東広島市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,×,2,○,34.44557,132.6886,00001B00000000030975F42471AAFFC0
西日本旅客鉄道,瀬野,山陽,線,広島県,広島市,安芸区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,2,○,34.42201,132.59675,00001B000000000309744C246B35FFC0
西日本旅客鉄道,安芸中野,山陽,線,広島県,広島市,安芸区,○,2,2,2,基,2,基,-,基,-,基,1,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.39099,132.56337,00001B000000000309721DA468DCFFC0
西日本旅客鉄道,海田市,山陽,線,広島県,-,海田町,○,3,3,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,3,○,34.3719,132.53083,00001B00000000030970C6246692FFC0
西日本旅客鉄道,向洋,山陽,線,広島県,-,府中町,○,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,×,×,2,○,34.37687,132.506,00001B000000000309711FA464D47FC0
西日本旅客鉄道,広島,山陽,線,広島県,広島市,南区,○,6,6,8,基,6,基,16,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,6,○,34.39746,132.47544,00001B00000000030972922462ADFFC0
西日本旅客鉄道,横川,山陽,線,広島県,広島市,西区,○,3,3,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,34.41016,132.45044,00001B0000000003097376A460EBFFC0
西日本旅客鉄道,西広島,山陽,線,広島県,広島市,西区,-,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,2,○,34.39807,132.42803,00001B000000000309729D245F58FFC0
西日本旅客鉄道,五日市,山陽,線,広島県,広島市,佐伯区,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,2,○,34.36684,132.36773,00001B000000000309706B245B1B7FC0
西日本旅客鉄道,廿日市,山陽,線,広島県,廿日市市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.35789,132.33543,00001B0000000003096FCA2458D5FFC0
西日本旅客鉄道,宮島口,山陽,線,広島県,廿日市市,-,○,2,2,2,基,2,基,-,基,-,基,1,基,2,箇所,1,箇所,○,○,○,○,○,2,○,34.31211,132.30272,00001B0000000003096C91A45688FFC0
西日本旅客鉄道,大野浦,山陽,線,広島県,廿日市市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,○,34.28345,132.26549,00001B0000000003096A8E2453EAFFC0
西日本旅客鉄道,玖波,山陽,線,広島県,大竹市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,○,○,○,2,○,34.25529,132.2281,00001B0000000003096893245149FFC0
西日本旅客鉄道,大竹,山陽,線,広島県,大竹市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,2,○,34.21775,132.22343,00001B00000000030965EFA450F5FFC0
西日本旅客鉄道,岩国,山陽,線,山口県,岩国市,-,-,3,3,-,基,-,基,-,基,-,基,1,基,-,箇所,-,箇所,○,-,×,○,○,3,○,34.17178,132.22561,00001B00000000030962B424511CFFC0
西日本旅客鉄道,南岩国,山陽,線,山口県,岩国市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,-,34.13518,132.20604,00001B0000000003096021244FBCFFC0
西日本旅客鉄道,柳井,山陽,線,山口県,柳井市,-,-,3,3,-,基,-,基,-,基,-,基,-,基,2,箇所,-,箇所,○,-,×,○,○,3,-,33.96572,132.10616,00001B0000000003095436A448B6FFC0
西日本旅客鉄道,光,山陽,線,山口県,光市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,-,箇所,○,-,×,×,○,2,-,33.97395,131.91488,00001B00000000030954CB243B43FFC0
西日本旅客鉄道,下松,山陽,線,山口県,下松市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,×,2,-,34.00894,131.86795,00001B0000000003095740A437F77FC0
西日本旅客鉄道,徳山,山陽,線,山口県,周南市,-,○,5,5,6,基,5,基,4,基,-,基,1,基,1,箇所,1,箇所,○,○,○,○,○,5,○,34.05136,131.80246,00001B0000000003095A3C24335C7FC0
西日本旅客鉄道,防府,山陽,線,山口県,防府市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,1,○,34.05322,131.56902,00001B0000000003095A5DA422F27FC0
西日本旅客鉄道,新山口,山陽,線,山口県,山口市,-,○,7,7,9,基,9,基,11,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,7,○,34.09405,131.39624,00001B0000000003095D3CA416CC7FC0
西日本旅客鉄道,宇部,山陽,線,山口県,宇部市,-,-,3,3,-,基,-,基,-,基,-,基,1,基,-,箇所,-,箇所,○,-,○,○,○,3,○,34.0033,131.22204,00001B00000000030956DB240A8CFFC0
西日本旅客鉄道,厚狭,山陽,線,山口県,山陽小野田市,-,-,6,6,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,6,○,34.05371,131.16025,00001B0000000003095A66A40634FFC0
西日本旅客鉄道,小月,山陽,線,山口県,下関市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,×,2,○,34.06782,131.03286,00001B0000000003095B64A3FD3F7FC0
西日本旅客鉄道,長府,山陽,線,山口県,下関市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,1,○,34.01924,130.99933,00001B00000000030957FA23FAE3FFC0
西日本旅客鉄道,新下関,山陽,線,山口県,下関市,-,○,4,4,4,基,4,基,2,基,-,基,-,基,2,箇所,-,箇所,○,○,○,○,○,4,○,34.00561,130.94814,00001B0000000003095704A3F74AFFC0
西日本旅客鉄道,幡生,山陽,線,山口県,下関市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,○,33.98177,130.92758,00001B0000000003095557A3F5D87FC0
西日本旅客鉄道,下関,山陽,線,山口県,下関市,-,○,3,3,8,基,3,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,3,○,33.94929,130.9217,00001B000000000309530F23F56EFFC0
西日本旅客鉄道,新井口,山陽,線,広島県,広島市,西区,-,2,2,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.37526,132.39124,00001B0000000003097102A45CC27FC0
西日本旅客鉄道,宮内串戸,山陽,線,広島県,廿日市市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,2,○,34.34877,132.32393,00001B0000000003096F25A45806FFC0
西日本旅客鉄道,中野東,山陽,線,広島県,広島市,安芸区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.40331,132.57875,00001B00000000030972FBA469F1FFC0
西日本旅客鉄道,阿品,山陽,線,広島県,廿日市市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.32314,132.31426,00001B0000000003096D58A45758FFC0
西日本旅客鉄道,前空,山陽,線,広島県,廿日市市,-,-,2,2,1,基,1,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,-,○,○,2,○,34.30112,132.28928,00001B0000000003096BCC2455977FC0
西日本旅客鉄道,天神川,山陽,線,広島県,広島市,南区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.38976,132.49747,00001B0000000003097207A4643A7FC0
西日本旅客鉄道,広,呉,線,広島県,呉市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,×,○,○,2,○,34.22816,132.62939,00001B00000000030966AAA46D817FC0
西日本旅客鉄道,安芸阿賀,呉,線,広島県,呉市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,2,○,34.23546,132.60055,00001B000000000309672E246B79FFC0
西日本旅客鉄道,呉,呉,線,広島県,呉市,-,○,2,2,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.24461,132.5576,00001B00000000030967D2A46874FFC0
西日本旅客鉄道,坂,呉,線,広島県,-,坂町,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,×,2,○,34.33886,132.51113,00001B0000000003096E732465307FC0
西日本旅客鉄道,矢野,呉,線,広島県,広島市,安芸区,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,-,○,○,2,○,34.35218,132.53213,00001B0000000003096F632466AA7FC0
西日本旅客鉄道,新広,呉,線,広島県,呉市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,-,×,1,○,34.23202,132.61444,00001B00000000030966F0246C73FFC0
西日本旅客鉄道,安芸長束,可部,線,広島県,広島市,安佐南区,○,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,×,○,○,2,○,34.42839,132.45611,00001B00000000030974BF246151FFC0
西日本旅客鉄道,下祗園,可部,線,広島県,広島市,安佐南区,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,1,-,34.43941,132.46229,00001B00000000030975852461C17FC0
西日本旅客鉄道,古市橋,可部,線,広島県,広島市,安佐南区,○,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,○,○,○,○,○,2,○,34.45056,132.46811,00001B000000000309764E246229FFC0
西日本旅客鉄道,緑井,可部,線,広島県,広島市,安佐南区,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,1,○,34.46747,132.47584,00001B000000000309777E2462B57FC0
西日本旅客鉄道,可部,可部,線,広島県,広島市,安佐北区,○,2,2,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,2,○,34.51201,132.51076,00001B0000000003097AA0246529FFC0
西日本旅客鉄道,大町,可部,線,広島県,広島市,安佐南区,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,1,○,34.46135,132.47074,00001B00000000030977102462597FC0
西日本旅客鉄道,山口,山口,線,山口県,山口市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,-,箇所,○,-,○,○,×,2,○,35.76782,139.41407,00001B000000000309D2ECA64A8D7FC0
西日本旅客鉄道,博多南,博多南,線,福岡県,春日市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,1,○,33.51796,130.43688,00001B00000000030934BB23D357FFC0
西日本旅客鉄道,小倉,山陽新幹,線,福岡県,北九州市,小倉北区,○,2,2,4,基,2,基,6,基,-,基,1,基,1,箇所,1,箇所,○,-,○,○,○,2,○,33.88728,130.8832,00001B0000000003094EB323F2B9FFC0
西日本旅客鉄道,博多,山陽新幹,線,福岡県,福岡市,博多区,○,3,3,7,基,3,基,11,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,3,○,33.58958,130.42118,00001B00000000030939C423D23D7FC0
西日本旅客鉄道,西明石（新幹線）,山陽新幹,線,兵庫県,明石市,-,○,2,2,2,基,2,基,2,基,-,基,1,基,-,箇所,-,箇所,○,-,○,○,×,2,○,34.66706,134.96019,00001B00000000030985872511637FC0
西日本旅客鉄道,姫路（新幹線）,山陽新幹,線,兵庫県,姫路市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,×,2,○,34.82643,134.69071,00001B00000000030990BBA4FE70FFC0
西日本旅客鉄道,相生（新幹線）,山陽新幹,線,兵庫県,相生市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,×,2,○,34.81827,134.47436,00001B0000000003099028A4EF3A7FC0
西日本旅客鉄道,岡山（新幹線）,山陽新幹,線,岡山県,岡山市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.66578,133.91814,00001B000000000309857024C81EFFC0
西日本旅客鉄道,新倉敷（新幹線）,山陽新幹,線,岡山県,倉敷市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.56508,133.67836,00001B0000000003097E5B24B7427FC0
西日本旅客鉄道,福山（新幹線）,山陽新幹,線,広島県,福山市,-,○,2,2,2,基,2,基,8,基,-,基,1,基,-,箇所,-,箇所,○,○,○,○,○,2,○,34.48924,133.36135,00001B000000000309790624A0F87FC0
